"","title","doi"
"582","Predicting central lymph node metastasis in papillary thyroid microcarcinoma: a breakthrough with interpretable machine learning.","10.3389/fendo.2025.1537386"
"583","Salivary microbiome and serum metabolomics add to clinical biomarkers to predict 6-month hospitalizations in a multicenter cirrhosis outpatient cohort.","10.1097/HEP.0000000000001462"
"584","Factors influencing the selection of an SGLT2i vs. a GLP-1RA as cardioprotective agent in patients with type 2 diabetes.","10.3389/fcvm.2025.1606198"
"585","Synthetic MRI as a T2WI alternative in bp-MRI: comparable image quality and improved PI-RADS performance.","10.1016/j.ejrad.2025.112414"
"586","Bidimensional shear wave spleen elastography for diagnosis and grading of esophageal varices in children with portal hypertension.","10.1007/s00247-025-06351-x"
"587","Uric acid and HDL-C-derived inflammatory ratios as biomarkers in schizophrenia and major depressive disorder: a retrospective study.","10.3389/fpsyt.2025.1698455"
"588","Web-based machine learning application for ambulation prognosis in the rehabilitation phase of spinal cord injury: a retrospective multicenter cohort study.","10.1038/s41393-025-01157-y"
"589","Developing federated time-to-event scores using heterogeneous real-world survival data.","10.1016/j.compbiomed.2025.111084"
"590","Microsatellite-Stable Gastric Cancer Can be Classified into 2 Molecular Subtypes with Different Immunotherapy Response and Prognosis Based on Gene Sequencing and Computational Pathology.","10.1016/j.labinv.2025.104101"
"591","Prediction of Umami Peptides Based on a Large Language Model of Proteins.","10.1021/acs.jcim.4c02394"
"592","ASSESSMENT OF EARLY INDICATORS FOR SEPSIS DEVELOPMENT IN MULTIPLE TRAUMA PATIENTS-THE SEPSIS AS TRAUMA OUTCOME PREDICTION (STOP) SCORE.","10.1097/SHK.0000000000002626"
"593","Nomogram vs. Depth of invasion for predicting occult lymph node metastasis in cT1-2N0 buccal squamous cell carcinoma.","10.1016/j.oraloncology.2025.107206"
"594","Photoacoustic oxygenation imaging to identify ischemia/hypoxia injury and necrosis of intestine after acute intussusception: A comparative study with CDFI/CEUS.","10.1016/j.pacs.2025.100706"
"595","Predictive value of early postoperative copeptin after cardiac surgery: A two-centre prospective cohort study.","10.1097/EJA.0000000000002251"
"596","IsoPSA density improves risk stratification and biopsy decision-making for clinically significant prostate cancer.","10.1016/j.urolonc.2025.09.001"
"597","Prognostic value of red cell distribution width-to-albumin ratio in septic patients with malignancies: A retrospective cohort study based on the MIMIC-IV database.","10.1177/00368504251370990"
"598","Developing Predictive Models for Periodontitis Progression Using Artificial Intelligence: A Longitudinal Cohort Study.","10.1111/jcpe.14194"
"599","Mechanical power density, spontaneous breathing indexes, and weaning readiness following prolonged mechanical ventilation.","10.1016/j.rmed.2025.107943"
"600","Development and validation of an AI-driven radiomics model using non-enhanced CT for automated severity grading in chronic pancreatitis.","10.1007/s00330-025-11776-x"
"601","Unveiling sex difference in factors associated with suicide attempt among Chinese adolescents with depression: a machine learning-based study.","10.1080/09638237.2025.2478374"
"602","A New Instrument for Assessing Cognitive Decline and Dementia: Results on the Classification Accuracy of the MODEMM in a Romanian Clinical and Community Sample.","10.1177/10731911251389197"
"603","The associations of insomnia symptoms and clinical features as well as blood metabolic parameters in adolescents with major depressive disorders.","10.1007/s00406-025-02113-w"
"604","CLOX and neurotox: Utility of the clock drawing task in monitoring for immune effector cell-associated neurotoxicity syndrome following chimeric antigen receptor T-cell therapy.","10.1111/bjh.70044"
"605","Applicability of cCR assessment criteria in pMMR rectal cancer patients treated with neoadjuvant chemoradiotherapy combined with immunotherapy.","10.1097/JS9.0000000000002795"
"606","AttMVGraph: Attention-Based Multimodal Fusion and Variational Graph Learning for SM-miRNA Association Prediction.","10.1021/acs.jcim.5c02322"
"607","Random forest-driven mortality prediction in critical IBD care: a dual-database model integrating comorbidity patterns and real-time physiometrics.","10.3389/fmed.2025.1624899"
"608","Insights From Inputs: Enhancing Revision Total Joint Arthroplasty Resource Allocation With Machine Learning Prediction.","10.1016/j.arth.2025.04.072"
"609","Diagnostic accuracy of screening questionnaires for obstructive sleep apnea in psychiatric patients.","10.1016/j.jpsychires.2025.04.026"
"610","Mixed-effects additive Bayesian networks for the assessment of ruptured intracranial aneurysms: Insights from multicenter data.","10.1016/j.compbiomed.2025.111380"
"611","Multimodal Data-Driven Explainable Prognostic Model for Major Adverse Cardiovascular Events Prediction in Patients With Unstable Angina and Heart Failure With Preserved Ejection Fraction: Multicenter, Cross-Regional Cohort Study.","10.2196/78402"
"612","Diffusion along Perivascular Spaces as a Marker for Glymphatic System Impairment in Huntington's Disease.","10.1002/mds.30194"
"613","AutoFRS: an externally validated, annotation-free approach to computational preoperative complication risk stratification in pancreatic surgery - an experimental study.","10.1097/JS9.0000000000002327"
"614","Prediction of NIHSS Scores and Acute Ischemic Stroke Severity Using a Cross-attention Vision Transformer Model with Multimodal MRI.","10.1016/j.acra.2025.05.031"
"615","Ventilation and Perfusion Defects on Phase-Resolved Functional Lung (PREFUL) MRI Predict Silicosis Progression: A Prospective Pilot Study.","10.1002/jmri.70183"
"616","Superior diagnostic performance of high frame rate Contrast-Enhanced ultrasound (HiFR-CEUS) for small focal liver lesions (≤3 cm): A multicenter study.","10.1016/j.ejrad.2025.112527"
"617","UBTF facilitates acute myeloid leukemia development and immune escape via PD-L1 regulation.","10.1016/j.intimp.2025.114433"
"618","Visceral obesity anthropometric indicators as predictors of acute pancreatitis severity.","10.3389/fmed.2025.1536090"
"619","Dental Composite Performance Prediction Using Artificial Intelligence.","10.1177/00220345241311888"
"620","Comparing Single-Hospital and National Models to Predict 30-Day Inpatient Mortality.","10.1007/s11606-024-09315-3"
"621","Automated detection and recognition of oocyte toxicity by fusion of latent and observable features.","10.1016/j.jhazmat.2025.138411"
"622","Integrated analysis of N-glycosylation and Alzheimer's disease: identifying key biomarkers and mechanisms.","10.3389/fnagi.2025.1597511"
"623","Construction of anti-tumor immune gene signature for HNSCC and identification of 4'-Hydroxywogonin as a potential immunotherapy combination drug.","10.1186/s12935-025-03910-y"
"624","Home-based urinary sodium monitoring via point-of-care testing for personalized diuretic titration in heart failure management: The EASY-STOP study.","10.1002/ejhf.3693"
"625","Integrating CT radiomics and clinical data with machine learning to predict fibrosis progression in coalworker pneumoconiosis.","10.3389/fmed.2025.1599739"
"626","Macrotrabecular-massive subtype in hepatocellular carcinoma based on contrast-enhanced CT: deep learning outperforms machine learning.","10.1186/s13244-025-02063-w"
"627","Validation of the MASC-20 and Development of a Short Form to Assess Suicide Risk in Cancer Patients.","10.1016/j.jpainsymman.2025.06.001"
"628","Predicting carbapenem-resistant Enterobacteriaceae infections in pediatric liver transplant recipients.","10.1007/s12519-025-00973-9"
"629","High-throughput LDI MS technology decodes the distinct metabolic landscape of prostate cancer in a large-scale cohort.","10.1186/s40364-025-00804-z"
"630","Machine learning-based prediction of carotid intima-media thickness progression: a three-year prospective cohort study.","10.3389/fmed.2025.1593662"
"631","Functional connectivity anomalies in medication-naive children with ADHD: Diagnostic potential, symptoms interpretation, and a mediation model.","10.1016/j.clinph.2025.04.011"
"632","Defining the Minimal Clinically Important Improvement, Substantial Clinical Benefit, and Patient Acceptable Symptom State for the iHOT-12, HOOS, and HOOSglobal in the Nonoperative Management of Nonarthritic Hip-Related Pain.","10.1177/03635465251325466"
"633","Prediction of Cardiovascular Events Using Fully Automated Global Longitudinal and Circumferential Strain in Patients Undergoing Stress CMR.","10.1161/CIRCIMAGING.125.018350"
"634","Heterogeneity in prognosis for early-stage hepatocellular carcinoma after hepatectomy: A multicenter analysis of 4,623 patients across five major staging systems.","10.1016/j.ejso.2025.110383"
"635","FEV1 and DLCO predicting general complications but not prolonged air leaks in pulmonary segmentectomy.","10.1177/17534666251341777"
"636","Analysis of independent risk factors and construction of a predictive model for thyroid dysfunction in early pregnancy.","10.3389/fendo.2025.1631445"
"637","Ultrasound cardiac output monitoring compared to the renal angina index for early prediction of pediatric acute kidney injury.","10.1007/s00467-025-07055-y"
"638","Development and validation of prediction model for vitamin D deficiency in Chinese college students (a dynamic online nomogram predicting vitamin D deficiency for Chinese college students).","10.1186/s41043-025-00871-w"
"639","Impact of high hemoglobin levels on carotid artery intima-media thickness and its predictive value for hypertension in high-altitude areas: a real-world study.","10.3389/fcvm.2024.1429112"
"640","Artificial intelligence-based multimodal framework for non-invasive detection of digital eye strain using thermal imaging and behavioral metrics.","10.1016/j.jtherbio.2025.104280"
"641","The Role of Machine Learning to Detect Occult Neck Lymph Node Metastases in Early-Stage (T1-T2/N0) Oral Cavity Carcinomas.","10.1002/hed.28189"
"642","High-fidelity telomerase activity assay based on light-triggered nucleic acid separation system for the diagnosis of bladder cancer.","10.1016/j.bios.2025.117355"
"643","Myocardial work in Chagas disease: comparative analysis with conventional parameters in different cardiac clinical stages.","10.3389/fcvm.2025.1688931"
"644","Using Machine Learning to Predict the Prognosis of Cervical Cancer Patients with Lymph Node Metastasis: An Analysis Based on the SEER Database.","10.1007/s43032-025-01856-0"
"645","Infarct-Related Myocardial Resistance Before Reperfusion in Patients With Acute Myocardial Infarction to Predict Microvascular Injury and Clinical Outcomes.","10.1002/ccd.70338"
"646","Cerebrospinal Fluid Proenkephalin Predicts Striatal Atrophy Decades before Clinical Motor Diagnosis in Huntington's Disease.","10.1002/mds.70062"
"647","Anti-Acetylcholine Receptor Antibodies in Tear for the Diagnosis of Ocular Myasthenia Gravis.","10.1016/j.ajo.2025.05.013"
"648","Dementia and MCI Detection Based on Comprehensive Facial Expression Analysis From Videos During Conversation.","10.1109/JBHI.2025.3526553"
"649","Predictive Laboratory Markers for Gastrointestinal Complications in Children with Henoch-Schönlein Purpura.","10.2147/JMDH.S499808"
"650","Multilayer perceptron deep learning radiomics model based on Gd-BOPTA MRI to identify vessels encapsulating tumor clusters in hepatocellular carcinoma: a multi-center study.","10.1186/s40644-025-00895-9"
