"","X","doi","article","model","sample_size","study_type","model_type","auc","auc_ci_low","auc_ci_upper","sens","sens_ci_lower","sens_ci_upper","spec","spec_ci_lower","spec_ci_upper","roc","roc_colour","roc_panel","exclude"
"7718",9861,"10_1002_ana_27260",2,10,20043,"development","diagnostic",0.97,0.97,0.97,88,83,93,86,85,88,"yes","could not determine","Figure 2G","no"
"1126",1497,"10_1038_s41380-025-03192-w",5,12,59,"development","diagnostic",0.72,0.57,0.86,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B","no"
"332",524,"10_1016_j_jmsacl_2025_11_003",2,39,793,"external validation","diagnostic",0.91,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Fig 2K","no"
"381",573,"10_1016_j_jns_2025_123738",4,6,24,"development","diagnostic",0.847,NA,NA,58.3,NA,NA,100,NA,NA,"yes","black","Figure 5F","no"
"2805",3641,"10_1186_s40644-025-00856-2",4,57,156,"development","diagnostic",0.951,0.904,0.979,85.7,74.2,97.3,92.6,88.1,97.6,"yes","could not determine","Figure 4A and Figure S8","no"
"6675",8352,"10_1016_j_autrev_2025_103857",2,3,466,"development","prognostic",0.97,NA,NA,93,NA,NA,NA,NA,NA,"yes",NA,"Figure 22","no"
"3795",4881,"10_3389_fendo_2025_1670909",4,4,51,"external validation","prognostic",0.744,NA,NA,73.3,NA,NA,66.7,NA,NA,"yes","could not determine","could not determine","no"
"1750",2264,"10_1097_js9_0000000000002845",3,2,22416,"development","prognostic",0.74,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4","no"
"3644",4723,"10_3389_fendo_2025_1593068",1,3,3000,"development","diagnostic",0.936,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"4463",5615,"10_3389_fnagi_2025_1582687",3,12,209,"external validation","prognostic",0.768,NA,NA,59.8,NA,NA,92.7,NA,NA,"yes","could not determine","Figure 4B","no"
"5173",6484,"10_3390_jcm14041118",5,2,120,"development","diagnostic",0.91,NA,NA,85,NA,NA,92,NA,NA,"yes","could not determine","Figure 5","no"
"5172",6483,"10_3390_jcm14041118",5,1,120,"development","diagnostic",0.89,NA,NA,88,NA,NA,90,NA,NA,"yes","could not determine","Figure 5","no"
"954",1295,"10_1016_j_tranon_2025_102281",3,18,82,"external validation","prognostic",0.613,0.566,0.684,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3B","no"
"3822",4908,"10_3389_fendo_2025_1698247",2,10,3465,"development","diagnostic",0.969,0.964,0.973,88.1,86.8,89.3,95.9,95.1,96.6,"yes","could not determine","Figure 6C","no"
"2249",3012,"10_1177_10731911251389197",1,2,108,"development","diagnostic",0.93,0.89,0.98,94,NA,NA,83,NA,NA,"yes","could not determine","Figure 2 panel 2 (MCI vs Control)","no"
"3494",4476,"10_3389_fcvm_2025_1699809",3,1,423,"development","diagnostic",0.944,0.923,0.966,94.5,NA,NA,94.3,NA,NA,"yes","could not determine","Figure 4","no"
"4601",5768,"10_3389_fnut_2025_1574063",4,13,7092,"development","diagnostic",0.925,NA,NA,93,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1b","no"
"4296",5420,"10_1007_s00330-025-12116-9",2,6,77,"development","prognostic",0.88,NA,NA,70,NA,NA,95,NA,NA,"yes","could not determine","Figure 5 Center 1 T2 scan","no"
"5815",7349,"10_1007_s10143-025-03194-w",3,13,82,"development","prognostic",0.74,0.61,0.87,69.6,NA,NA,72.9,NA,NA,"yes","green","Figure 4","no"
"5725",7234,"10_1007_s00586-025-09162-8",5,1,146,"development","diagnostic",0.986,0.97,1,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 6 Training set","no"
"680",951,"10_1016_j_puhe_2024_12_055",4,6,3840,"external validation","prognostic",0.85,0.83,0.87,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"7562",9656,"10_1016_j_ijcard_2025_133493",3,9,1095,"development","prognostic",0.739,0.676,0.803,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 3","no"
"1155",1526,"10_1038_s41391-025-01063-7",1,11,47,"external validation","diagnostic",0.665,0.512,0.796,31.8,NA,NA,96,NA,NA,"yes","could not determine","Figure 4E","no"
"1065",1436,"10_1037_lhb0000641",2,10,16484,"external validation","prognostic",0.69,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 1","no"
"7550",9638,"10_1016_j_identj_2025_104011",5,16,79,"internal validation","diagnostic",0.919,0.859,0.979,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2D","no"
"4970",6230,"10_3390_biomedicines13020273",5,3,92,"development","diagnostic",0.806,NA,NA,NA,NA,NA,NA,NA,NA,"yes","pink","Figure 4","no"
"864",1178,"10_1016_j_tjpad_2025_100080",3,14,535,"development","diagnostic",0.848,NA,NA,80,NA,NA,77.8,NA,NA,"yes","orange","Figure 4A","no"
"270",419,"10_1016_j_jdent_2025_105992",4,7,282,"development","diagnostic",0.84,NA,NA,65,NA,NA,89,NA,NA,"yes",NA,"Figure 4","no"
"3831",4933,"10_3389_fendo_2025_1699656",3,9,40,"development","prognostic",0.81,0.65,0.95,NA,NA,NA,NA,NA,NA,"yes","green","Figure 2C","no"
"560",786,"10_1016_j_oraloncology_2025_107536",2,2,10,"development","diagnostic",0.5,NA,NA,NA,NA,NA,NA,NA,NA,"yes","red dotted","Figure 1A","no"
"1253",1662,"10_1080_0886022x_2025_2529452",3,1,897,"development","prognostic",0.983,NA,NA,91.6,NA,NA,93.2,NA,NA,"yes",NA,"Figure 3A","no"
"4803",5976,"10_3389_fphar_2025_1576467",4,1,192,"development","diagnostic",0.996,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 2H","no"
"2481",3308,"10_1186_s13040-025-00491-4",4,5,274,"development","prognostic",0.907,0.857,0.947,76.2,NA,NA,90,NA,NA,"yes","green","Figure 3A","no"
"2965",3854,"10_2106_jbjs_24_01559",5,8,67,"internal validation","diagnostic",0.9672,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6B","no"
"2766",3602,"10_1186_s40644-025-00856-2",4,18,93,"internal validation","diagnostic",0.645,0.539,0.741,73.9,56,91.9,67.1,56.1,78.2,"yes","could not determine","Figure S3","no"
"1368",1786,"10_1080_07853890_2025_2564928",3,3,113,"development","diagnostic",0.676,0.572,0.781,56.1,NA,NA,76.4,NA,NA,"yes","could not determine","Figure 4","no"
"6931",8733,"10_1016_j_cmpb_2025_108719",4,8,41,"internal validation","diagnostic",0.868,NA,NA,NA,NA,NA,NA,NA,NA,"yes","red","Figure 6B","no"
"107",153,"10_1016_j_jad_2025_04_083",3,3,138,"development","prognostic",0.76,0.66,0.87,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7A","no"
"2962",3851,"10_2106_jbjs_24_01559",5,5,151,"internal validation","diagnostic",0.9461,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 5D","no"
"6952",8806,"10_1016_j_cmpb_2025_109204",3,15,157,"external validation","diagnostic",0.59,0.5,0.67,98,93,100,2,0,5,"yes","could not determine","Figure 3","no"
"4520",5685,"10_3389_fnagi_2025_1679788",5,3,248,"development","diagnostic",0.878,0.874,0.931,73.5,NA,NA,83.2,NA,NA,"yes","blue","Figure 4A","no"
"3337",4296,"10_3389_fbioe_2025_1529545",1,12,202,"internal validation","diagnostic",0.734,NA,NA,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 9","no"
"5287",6618,"10_3390_jcm14186682",4,2,963,"development","diagnostic",0.93,0.88,0.97,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 3","no"
"3088",4012,"10_2147_copd_s536395",5,1,3007,"development","prognostic",0.689,NA,NA,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 2","no"
"4966",6226,"10_3390_biomedicines13010141",4,9,20,"development","diagnostic",0.9843,NA,NA,84.97,NA,NA,97.73,NA,NA,"yes",NA,"could not determine","no"
"7533",9621,"10_1016_j_identj_2025_103967",4,5,392,"development","diagnostic",0.87,NA,NA,86,NA,NA,74,NA,NA,"yes","could not determine","Figure 5B","no"
"2393",3209,"10_1183_23120541_00333-2024",5,6,416,"development","prognostic",0.677,0.62,0.74,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1","no"
"6621",8257,"10_1016_j_anireprosci_2025_108011",5,1,20,"development","diagnostic",0.92,NA,NA,100,NA,NA,80,NA,NA,"yes","could not determine","Figure 3","no"
"2822",3662,"10_1186_s40644-025-00923-8",2,4,71,"internal validation","diagnostic",0.84,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4B","no"
"3216",4149,"10_2196_63352",1,7,270,"internal validation","diagnostic",0.75,NA,NA,97,NA,NA,43,NA,NA,"yes","orange dashed","Figure 2","no"
"1427",1874,"10_1080_09546634_2025_2480743",4,8,63,"external validation","prognostic",0.824,0.686,0.963,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 4A","no"
"4708",5880,"10_3389_fnut_2025_1674585",1,18,2924,"internal validation","diagnostic",0.77,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2B","no"
"2918",3794,"10_1371_journal_pgen_1011718",1,2,337112,"development","diagnostic",0.83,0.825,0.835,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 1B","no"
"1414",1832,"10_1080_07853890_2025_2566869",4,21,41,"internal validation","prognostic",0.85,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2E","no"
"2847",3689,"10_1210_clinem_dgaf499",2,8,142,"development","diagnostic",0.738,0.642,0.835,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"1459",1929,"10_1007_s00234-025-03698-8",3,7,244,"development","diagnostic",0.786,0.714,0.859,64.1,NA,NA,83.9,NA,NA,"yes","could not determine","Figure 4A","no"
"4448",5600,"10_3389_fnagi_2025_1570482",1,1,87,"development","diagnostic",0.743,0.637,0.849,47.62,NA,NA,97.78,NA,NA,"yes","blue","Figure 4","no"
"584",812,"10_1016_j_oraloncology_2025_107206",5,6,75,"internal validation","diagnostic",0.653,NA,NA,NA,NA,NA,NA,NA,NA,"yes","green","Figure 2B","no"
"3510",4497,"10_3389_fendo_2025_1490229",1,4,5561,"development","prognostic",0.97,0.97,0.98,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 5C","no"
"4367",5519,"10_3389_fmed_2025_1680205",3,3,1163,"development","prognostic",0.612,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 12","no"
"3676",4755,"10_3389_fendo_2025_1593068",1,35,3000,"development","diagnostic",0.9721,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3F","no"
"5278",6605,"10_3390_jcm14197112",2,3,121,"development","diagnostic",0.955,0.921,0.99,82.1,NA,NA,96.8,NA,NA,"yes","red","Figure 3","no"
"2359",3156,"10_1177_21925682251325181",5,5,139,"development","diagnostic",0.7,0.61,0.78,64.4,NA,NA,74.2,NA,NA,"yes","could not determine","Figure 3B","no"
"593",824,"10_1002_ohn_70075",2,7,112,"external validation","diagnostic",0.948,0.932,0.964,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 4B","no"
"2434",3250,"10_1186_s12931-025-03242-5",4,21,111,"development","diagnostic",0.805,NA,NA,79,NA,NA,80,NA,NA,"yes","green","Figure 4e","no"
"2020",2687,"10_1111_jocn_17508",3,2,130,"external validation","prognostic",0.824,0.747,0.902,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3B","no"
"5816",7350,"10_1007_s10143-025-03194-w",3,14,82,"development","prognostic",0.53,0.38,0.67,73.7,NA,NA,40.4,NA,NA,"yes","yellow","Figure 4","no"
"3756",4835,"10_3389_fendo_2025_1658068",3,5,15241,"development","diagnostic",0.861,0.851,0.87,NA,NA,NA,NA,NA,NA,"yes","red","Figure 1A","no"
"4725",5897,"10_3389_fnut_2025_1673973",5,2,303,"development","diagnostic",0.603,0.51,0.7,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"2411",3227,"10_1186_s12935-025-03910-y",3,2,251,"internal validation","prognostic",0.705,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2C","no"
"695",976,"10_1016_j_radonc_2025_111120",2,1,298,"development","prognostic",0.686,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1A","no"
"2108",2809,"10_1111_ppe_70065",1,5,NA,"development","prognostic",0.69,0.68,0.71,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 2B","no"
"6669",8346,"10_1016_j_aucc_2025_101230",1,5,304,"internal validation","prognostic",0.81,0.77,0.85,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3F","no"
"3290",4242,"10_3168_jds_2025-27130",4,20,11,"development","diagnostic",1,NA,NA,100,NA,NA,0,NA,NA,"yes",NA,"Figure 3D","no"
"5580",7024,"10_1007_s00415-025-13052-w",4,1,1268,"development","prognostic",0.759,NA,NA,71,NA,NA,72,NA,NA,"yes",NA,"Figure 5","no"
"3726",4805,"10_3389_fendo_2025_1631445",3,5,1619,"external validation","diagnostic",0.87,0.843,0.896,81.6,NA,NA,96.1,NA,NA,"yes","red","Figure 1E","no"
"6535",8152,"10_1016_j_ajo_2025_06_013",4,4,1346,"development","prognostic",0.77,NA,NA,NA,NA,NA,NA,NA,NA,"yes","green","Figure 6","no"
"6739",8493,"10_1016_j_breast_2025_104678",5,3,190,"external validation","prognostic",0.646,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3F","no"
"4394",5546,"10_3389_fmed_2025_1683758",5,4,186,"internal validation","prognostic",0.761,0.706,0.816,82.4,NA,NA,85.4,NA,NA,"yes","could not determine","Figure 1B","no"
"6960",8814,"10_1016_j_cmpb_2025_109204",3,23,157,"external validation","diagnostic",0.52,0.42,0.6,94,86,100,11,6,18,"yes","could not determine","Figure 3","no"
"3461",4442,"10_3389_fcvm_2025_1652321",2,2,117,"internal validation","diagnostic",0.843,0.757,0.929,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 4B","no"
"7623",9721,"10_1016_j_ijmedinf_2025_106018",3,10,2883,"development","prognostic",0.79,0.6,0.99,13,0,50,96,95,97,"yes","could not determine","Figure 4C","no"
"487",697,"10_1016_j_jtos_2025_08_002",4,4,211,"development","diagnostic",0.878,0.833,0.923,82.1,NA,NA,78.3,NA,NA,"yes","could not determine","Figure 4F","no"
"4332",5456,"10_1007_s00330-025-12105-y",5,13,80,"external validation","prognostic",0.827,0.726,0.902,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 5f","no"
"4324",5448,"10_1007_s00330-025-12105-y",5,5,67,"internal validation","prognostic",0.776,0.657,0.869,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 5d","no"
"5268",6593,"10_3390_jcm14165664",1,2,93,"development","diagnostic",0.969,NA,NA,89.7,NA,NA,100,NA,NA,"yes",NA,"Figure 1b","no"
"5435",6869,"10_21037_tlcr-2025-672",3,1,150,"internal validation","diagnostic",0.83,0.71,0.95,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2B","no"
"444",649,"10_1016_j_jpsychires_2025_04_026",4,4,128,"development","diagnostic",0.63,0.53,0.73,74.67,NA,NA,34.04,NA,NA,"yes","could not determine","Figure 2A","no"
"5290",6655,"10_3390_jcm14217766",1,3,197,"development","prognostic",0.7,0.63,0.77,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4","no"
"3969",5076,"10_3389_fmed_2025_1536090",2,12,629,"development","diagnostic",0.75,0.699,0.8,62.2,NA,NA,75.1,NA,NA,"yes","could not determine","Figure 4B","no"
"2208",2930,"10_1155_jonm_2572646",2,6,280,"internal validation","diagnostic",0.939,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4","no"
"3020",3939,"10_1002_ccd_31526",3,2,4707,"development","prognostic",0.701,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S1","no"
"4564",5731,"10_3389_fnut_2025_1560655",5,21,525,"development","prognostic",0.599,0.551,0.646,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"5796",7330,"10_1007_s10120-025-01628-4",2,1,74,"internal validation","prognostic",0.807,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"4014",5121,"10_3389_fmed_2025_1543665",5,6,86,"internal validation","prognostic",0.893,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 7F","no"
"4765",5938,"10_3389_fphar_2024_1449603",4,14,332,"external validation","prognostic",0.682,0.629,0.732,NA,NA,NA,NA,NA,NA,"yes","pink","Figure 3B","no"
"2821",3661,"10_1186_s40644-025-00923-8",2,3,181,"development","diagnostic",0.83,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 4A","no"
"1777",2291,"10_1097_js9_0000000000002850",4,1,163,"development","diagnostic",0.998,0.996,0.999,95.3,NA,NA,98.3,NA,NA,"yes","blue","Figure 4","no"
"303",495,"10_1016_j_jmsacl_2025_11_003",2,10,90,"internal validation","diagnostic",0.86,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Fig 2B","no"
"2678",3505,"10_1186_s40364-025-00804-z",1,10,567,"development","diagnostic",0.9836,NA,NA,98.6,NA,NA,82.6,NA,NA,"yes","could not determine","Figure 6H","no"
"5121",6397,"10_3390_cancers17152515",3,59,751,"development","prognostic",0.814,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6e","no"
"1618",2123,"10_1097_corr_0000000000003520",4,4,43,"development","diagnostic",0.87,0.72,0.98,100,NA,NA,63,NA,NA,"yes",NA,"Figure 3C","no"
"6244",7831,"10_1007_s13167-025-00412-9",4,13,18124,"development","diagnostic",0.746,0.733,0.759,68.5,NA,NA,66.9,NA,NA,"yes","could not determine","Figure 2e","no"
"4133",5240,"10_3389_fmed_2025_1598065",3,6,NA,"external validation","prognostic",0.86,0.84,0.88,85,82,88,82,79,85,"yes","could not determine","could not determine","no"
"1956",2622,"10_1111_eci_14379",5,7,614,"external validation","prognostic",0.73,0.69,0.77,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B","no"
"3553",4615,"10_3389_fendo_2025_1514093",5,4,904,"development","diagnostic",0.764,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4","no"
"3349",4308,"10_3350_cmh_2024_0898",5,1,268,"development","diagnostic",0.805,0.753,0.857,78.6,NA,NA,65,NA,NA,"yes",NA,"Figure 2A","no"
"1199",1593,"10_1007_s00198-025-07423-2",1,1,153,"development","diagnostic",0.667,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"2487",3314,"10_1186_s13040-025-00491-4",4,11,274,"development","prognostic",0.896,0.846,0.939,74.6,NA,NA,90.5,NA,NA,"yes","cyan","Figure 3A","no"
"5091",6367,"10_3390_cancers17152515",3,29,1827,"development","prognostic",0.757,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 6c","no"
"5011",6275,"10_3390_cancers17020285",3,8,607,"development","prognostic",0.85,NA,NA,NA,NA,NA,NA,NA,NA,"yes","green","Figure 4 right","no"
"2101",2801,"10_1007_s00259-025-07091-8",4,7,200,"external validation","diagnostic",0.968,0.946,0.986,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1c","no"
"5742",7252,"10_1007_s00592-025-02496-1",5,4,NA,"development","diagnostic",0.8994,NA,NA,89.11,NA,NA,85.54,NA,NA,"yes","could not determine","Figure 5","no"
"5740",7250,"10_1007_s00592-025-02496-1",5,2,NA,"development","diagnostic",0.7993,NA,NA,79.38,NA,NA,77.92,NA,NA,"yes","could not determine","Figure 5","no"
"376",568,"10_1016_j_jns_2025_123738",4,1,24,"development","diagnostic",0.801,NA,NA,87.5,NA,NA,62.5,NA,NA,"yes","black","Figure 5A","no"
"6456",8057,"10_1016_j_acra_2025_04_072",4,23,80,"external validation","diagnostic",0.95,0.858,1,96,NA,NA,96,NA,NA,"yes","could not determine","Figure 5k","no"
"2273",3059,"10_1177_13872877251380299",5,1,72,"development","diagnostic",0.937,0.865,0.972,84.9,NA,NA,87.6,NA,NA,"yes",NA,"Figure 2","no"
"5636",7080,"10_1007_s00464-024-11473-8",4,3,101,"external validation","diagnostic",0.89,0.814,0.965,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4","no"
"2311",3104,"10_1177_17588359251378286",2,2,135,"development","prognostic",0.607,0.517,0.698,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3b","no"
"1735",2249,"10_1097_js9_0000000000002805",2,2,4765,"internal validation","prognostic",0.728,0.7,0.756,NA,NA,NA,NA,NA,NA,"yes",NA,"Figure 3C","no"
"7166",9153,"10_1016_j_ejrad_2025_111936",2,3,191,"internal validation","diagnostic",0.588,0.506,0.67,NA,NA,NA,NA,NA,NA,"yes","purple","Figure 4A","no"
"7567",9661,"10_1016_j_ijcard_2025_133179",5,3,21,"development","diagnostic",0.923,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3C","no"
"5125",6410,"10_3390_cancers17203311",2,2,66,"internal validation","diagnostic",0.83,0.679,0.924,78.6,NA,NA,80.8,NA,NA,"yes","orange","Figure 4b","no"
"14",14,"10_1002_mds_30256",3,2,77,"development","diagnostic",0.81,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1B","no"
"343",535,"10_1016_j_jmsacl_2025_11_003",2,50,804,"external validation","diagnostic",0.86,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Fig 2P","no"
"847",1152,"10_1016_j_surg_2025_109527",2,4,969,"development","prognostic",0.65,0.6,0.7,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"6975",8854,"10_1016_j_compbiomed_2025_109664",4,11,508,"external validation","diagnostic",0.8,NA,NA,75.6,NA,NA,71.3,NA,NA,"yes",NA,"Figure 5A","no"
"7558",9652,"10_1016_j_ijcard_2025_133493",3,5,853,"development","prognostic",0.712,0.663,0.76,NA,NA,NA,NA,NA,NA,"yes","could not determine","Supplementary Figure 3","no"
"6350",7951,"10_1016_j_acra_2025_03_014",1,7,106,"development","diagnostic",0.7,0.596,0.803,73.7,NA,NA,60.3,NA,NA,"yes","pink","Figure 4a","no"
"5353",6778,"10_3802_jgo_2025_36_e81",4,8,135,"development","diagnostic",0.9185,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3C","no"
"6836",8591,"10_1016_j_cca_2025_120662",5,3,113,"development","diagnostic",0.8483,NA,NA,73.6,NA,NA,92.4,NA,NA,"yes","could not determine","Figure 3D","no"
"7589",9687,"10_1016_j_ijmedinf_2025_105916",1,21,534,"development","prognostic",0.952,0.931,0.972,85.5,NA,NA,89.2,NA,NA,"yes","red","Figure 4A","no"
"5297",6686,"10_3390_jcm14217645",5,3,NA,"development","diagnostic",0.755,NA,NA,70.3,65.3,74.8,70.9,66,75.5,"yes","could not determine","Figure 6","no"
"7369",9397,"10_1016_j_ejso_2025_109723",1,8,439,"internal validation","prognostic",0.71,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2B","no"
"1698",2204,"10_1097_js9_0000000000002101",5,5,65,"development","diagnostic",0.924,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3C","no"
"4386",5538,"10_3389_fmed_2025_1692156",3,2,1690,"internal validation","prognostic",0.729,0.685,0.773,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4B","no"
"5129",6414,"10_3390_cancers17203311",2,6,66,"internal validation","diagnostic",0.857,0.649,0.955,78.6,NA,NA,90.7,NA,NA,"yes","could not determine","Figure 5b","no"
"4983",6243,"10_3390_biomedicines13082006",3,6,151,"external validation","diagnostic",0.69,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3C","no"
