"","doi","article","model","sample_size","study_type","model_type","auc","auc_ci_low","auc_ci_upper","sens","sens_ci_lower","sens_ci_upper","spec","spec_ci_lower","spec_ci_upper","roc","roc_colour","roc_panel","exclude"
"883","10_1016_j_parkreldis_2025_107989",3,"3",117,"development","diagnostic",0.787,0.7845,0.7894,64.4,64.19,64.97,74.1,73.45,74.16,"no",NA,NA,"no"
"884","10_1016_j_parkreldis_2025_107989",3,"4",117,"development","diagnostic",0.854,0.8523,0.8564,78,77.81,78.47,81,80.56,81.16,"no",NA,NA,"no"
"885","10_1016_j_pan_2025_05_011",4,"1",60,"development","diagnostic",0.59,0.55,0.62,58.2,48.4,68,58.8,50.4,67.2,"no",NA,NA,"no"
"886","10_1016_j_pan_2025_05_011",4,"2",60,"development","diagnostic",0.64,0.61,0.68,72,64.5,79.5,56.8,48.1,65.5,"no",NA,NA,"no"
"887","10_1016_j_pan_2025_05_011",4,"3",60,"development","diagnostic",0.7,0.57,0.84,87,67.9,95.5,54.1,38.4,69,"no",NA,NA,"no"
"888","10_1016_j_pan_2025_05_011",4,"4",60,"development","diagnostic",0.85,0.74,0.96,78.3,58.1,90.3,78.4,62.8,88.6,"no",NA,NA,"no"
"889","10_1016_j_pan_2025_07_417",5,"1",300,"development","prognostic",0.769,0.707,0.828,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3b","no"
"890","10_1016_j_pan_2025_07_417",5,"2",300,"development","prognostic",0.972,0.947,0.999,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3b","no"
"891","10_1016_j_pan_2025_07_417",5,"3",300,"development","prognostic",0.997,0.992,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3b","no"
"892","10_1016_j_pan_2025_07_417",5,"4",129,"internal validation","prognostic",0.698,0.584,0.785,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3c","no"
"893","10_1016_j_pan_2025_07_417",5,"5",129,"internal validation","prognostic",0.952,0.903,0.986,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3c","no"
"894","10_1016_j_pan_2025_07_417",5,"6",129,"internal validation","prognostic",0.992,0.972,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3c","no"
"895","10_1016_j_prevetmed_2025_106658",1,"1",10337,"development","prognostic",0.72,NA,NA,71,NA,NA,73,NA,NA,"no","could not determine","Figure 1 panel (1)","no"
"896","10_1016_j_psychres_2025_116537",2,"1",369,"internal validation","prognostic",0.79,0.73,0.85,76,70,81,63.6,53.6,72.5,"no",NA,NA,"no"
"897","10_1016_j_psychres_2025_116537",2,"2",369,"internal validation","prognostic",0.76,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"898","10_1016_j_psychres_2025_116537",2,"3",369,"internal validation","prognostic",0.73,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"899","10_1016_j_psychres_2025_116537",2,"4",369,"internal validation","prognostic",0.72,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"900","10_1016_j_psychres_2025_116537",2,"5",369,"internal validation","prognostic",0.65,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"901","10_1016_j_psychres_2025_116537",2,"6",369,"internal validation","prognostic",0.67,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"902","10_1016_j_psychres_2025_116780",3,"1",56,"development","diagnostic",0.604,0.323,0.884,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"903","10_1016_j_psychres_2025_116780",3,"2",41,"development","diagnostic",0.671,0.477,0.865,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"904","10_1016_j_pmedr_2025_103321",4,"1",2584,"development","diagnostic",0.76,0.73,0.79,72.3,NA,NA,71.8,NA,NA,"no",NA,NA,"no"
"905","10_1016_j_pmedr_2025_103321",4,"2",2584,"development","diagnostic",0.8,0.77,0.83,75.8,NA,NA,74.6,NA,NA,"no",NA,NA,"no"
"906","10_1016_j_pmedr_2025_103321",4,"3",2584,"development","diagnostic",0.83,0.8,0.86,79.2,NA,NA,78.5,NA,NA,"no",NA,NA,"no"
"907","10_1016_j_pmedr_2025_103321",4,"4",2584,"development","diagnostic",0.81,0.78,0.84,77.5,NA,NA,76.2,NA,NA,"no",NA,NA,"no"
"908","10_1016_j_prevetmed_2025_106572",5,"1",16368,"development","prognostic",0.93,NA,NA,91,NA,NA,73.9,NA,NA,"no",NA,NA,"no"
"909","10_1016_j_prevetmed_2025_106572",5,"2",16368,"development","prognostic",0.81,NA,NA,87.9,NA,NA,36,NA,NA,"no",NA,NA,"no"
"910","10_1016_j_prevetmed_2025_106572",5,"3",16368,"development","prognostic",0.9,NA,NA,91.3,NA,NA,64.3,NA,NA,"no",NA,NA,"no"
"911","10_1016_j_prevetmed_2025_106572",5,"4",16368,"development","prognostic",0.93,NA,NA,91,NA,NA,73.1,NA,NA,"no",NA,NA,"no"
"912","10_1016_j_prevetmed_2025_106572",5,"5",16368,"development","prognostic",0.94,NA,NA,91.2,NA,NA,75.9,NA,NA,"no",NA,NA,"no"
"913","10_1016_j_prevetmed_2025_106572",5,"6",16368,"development","prognostic",0.92,NA,NA,90.4,NA,NA,71,NA,NA,"no",NA,NA,"no"
"914","10_1016_j_prevetmed_2025_106572",5,"7",16368,"development","prognostic",0.93,NA,NA,90.5,NA,NA,74.2,NA,NA,"no",NA,NA,"no"
"915","10_1016_j_prevetmed_2025_106572",5,"8",16368,"development","prognostic",0.93,NA,NA,89.7,NA,NA,75.8,NA,NA,"no",NA,NA,"no"
"916","10_1016_j_prevetmed_2025_106572",5,"9",2406,"development","prognostic",0.89,NA,NA,87.5,NA,NA,67.2,NA,NA,"no",NA,NA,"no"
"917","10_1016_j_prevetmed_2025_106572",5,"10",2406,"development","prognostic",0.8,NA,NA,86,NA,NA,38.2,NA,NA,"no",NA,NA,"no"
"918","10_1016_j_prevetmed_2025_106572",5,"11",2406,"development","prognostic",0.84,NA,NA,85.8,NA,NA,62.2,NA,NA,"no",NA,NA,"no"
"919","10_1016_j_prevetmed_2025_106572",5,"12",2406,"development","prognostic",0.89,NA,NA,89.3,NA,NA,65.2,NA,NA,"no",NA,NA,"no"
"920","10_1016_j_prevetmed_2025_106572",5,"13",2406,"development","prognostic",0.89,NA,NA,87.8,NA,NA,66.3,NA,NA,"no",NA,NA,"no"
"921","10_1016_j_prevetmed_2025_106572",5,"14",2406,"development","prognostic",0.79,NA,NA,86,NA,NA,39.1,NA,NA,"no",NA,NA,"no"
"922","10_1016_j_prevetmed_2025_106572",5,"15",2406,"development","prognostic",0.79,NA,NA,80,NA,NA,55.2,NA,NA,"no",NA,NA,"no"
"923","10_1016_j_prevetmed_2025_106572",5,"16",2406,"development","prognostic",0.87,NA,NA,88.7,NA,NA,56.3,NA,NA,"no",NA,NA,"no"
"924","10_1016_j_prevetmed_2025_106572",5,"17",2406,"development","prognostic",0.91,NA,NA,88.1,NA,NA,68.6,NA,NA,"no",NA,NA,"no"
"925","10_1016_j_prevetmed_2025_106572",5,"18",2406,"development","prognostic",0.87,NA,NA,89,NA,NA,61.2,NA,NA,"no",NA,NA,"no"
"926","10_1016_j_prevetmed_2025_106572",5,"19",2406,"development","prognostic",0.88,NA,NA,86.7,NA,NA,69.4,NA,NA,"no",NA,NA,"no"
"927","10_1016_j_prevetmed_2025_106572",5,"20",2406,"development","prognostic",0.9,NA,NA,90.1,NA,NA,66.7,NA,NA,"no",NA,NA,"no"
"928","10_1016_j_radi_2025_102961",1,"1",45,"development","diagnostic",0.86,0.79,0.98,82,NA,NA,74,NA,NA,"yes","could not determine","Figure 2","no"
"929","10_1016_j_radi_2025_102961",1,"2",45,"internal validation","diagnostic",0.85,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"930","10_1016_j_radi_2025_102961",1,"3",30,"development","diagnostic",0.88,0.84,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"931","10_1016_j_radi_2025_102961",1,"4",30,"internal validation","diagnostic",0.88,0.84,1,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3","no"
"932","10_1016_j_radi_2025_102961",1,"5",30,"development","diagnostic",0.89,0.84,1,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
"933","10_1016_j_radi_2025_102961",1,"6",30,"development","diagnostic",0.91,0.84,1,91,NA,NA,75,NA,NA,"yes","could not determine","Figure 3","no"
"934","10_1016_j_radonc_2025_110872",2,"1",344,"development","prognostic",0.573,0.518,0.624,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"935","10_1016_j_radonc_2025_110872",2,"2",86,"internal validation","prognostic",0.609,0.486,0.729,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"936","10_1016_j_radonc_2025_110872",2,"3",344,"development","prognostic",0.651,0.615,0.69,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"937","10_1016_j_radonc_2025_110872",2,"4",86,"internal validation","prognostic",0.67,0.561,0.795,64.7,NA,NA,67.3,NA,NA,"yes","could not determine","Figure 2","no"
"938","10_1016_j_radonc_2025_110872",2,"5",344,"development","prognostic",0.691,0.683,0.755,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"939","10_1016_j_radonc_2025_110872",2,"6",86,"internal validation","prognostic",0.66,0.555,0.77,55.9,NA,NA,67.3,NA,NA,"yes","could not determine","Figure 2","no"
"940","10_1016_j_radonc_2025_110872",2,"7",344,"development","prognostic",0.899,0.861,0.933,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"941","10_1016_j_radonc_2025_110872",2,"8",86,"internal validation","prognostic",0.89,0.792,0.951,82.4,NA,NA,84.6,NA,NA,"yes","could not determine","Figure 2","no"
"942","10_1016_j_radonc_2025_110872",2,"9",344,"development","prognostic",0.712,0.683,0.755,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"943","10_1016_j_radonc_2025_110872",2,"10",86,"internal validation","prognostic",0.691,0.577,0.806,73.5,NA,NA,57.7,NA,NA,"yes","could not determine","Figure 2","no"
"944","10_1016_j_radonc_2025_110872",2,"11",344,"development","prognostic",0.946,0.911,0.979,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"945","10_1016_j_radonc_2025_110872",2,"12",86,"internal validation","prognostic",0.904,0.83,0.969,85.3,NA,NA,84.6,NA,NA,"yes","could not determine","Figure 2","no"
"946","10_1016_j_puhe_2024_12_055",4,"1",4878,"development","prognostic",0.74,0.72,0.77,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"947","10_1016_j_puhe_2024_12_055",4,"2",4878,"development","prognostic",0.78,0.76,0.79,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"948","10_1016_j_puhe_2024_12_055",4,"3",4878,"development","prognostic",0.8,0.78,0.82,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3A","no"
"949","10_1016_j_puhe_2024_12_055",4,"4",3840,"external validation","prognostic",0.68,0.65,0.72,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"950","10_1016_j_puhe_2024_12_055",4,"5",3840,"external validation","prognostic",0.84,0.82,0.86,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"951","10_1016_j_puhe_2024_12_055",4,"6",3840,"external validation","prognostic",0.85,0.83,0.87,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3D","no"
"952","10_1016_j_puhe_2024_12_055",4,"7",5822,"external validation","prognostic",0.7,0.68,0.72,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3G","no"
"953","10_1016_j_puhe_2024_12_055",4,"8",5822,"external validation","prognostic",0.72,0.7,0.74,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3G","no"
"954","10_1016_j_puhe_2024_12_055",4,"9",5822,"external validation","prognostic",0.76,0.75,0.78,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 3G","no"
"955","10_1016_j_puhe_2024_12_055",4,"10",4878,"development","prognostic",0.76,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S5A","no"
"956","10_1016_j_puhe_2024_12_055",4,"11",4878,"development","prognostic",0.8,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S5A","no"
"957","10_1016_j_puhe_2024_12_055",4,"12",4878,"development","prognostic",0.83,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S5A","no"
"958","10_1016_j_puhe_2024_12_055",4,"13",4878,"development","prognostic",0.75,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S6A","no"
"959","10_1016_j_puhe_2024_12_055",4,"14",4878,"development","prognostic",0.79,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S6A","no"
"960","10_1016_j_puhe_2024_12_055",4,"15",4878,"development","prognostic",0.82,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S6A","no"
"961","10_1016_j_puhe_2024_12_055",4,"16",4878,"development","prognostic",0.74,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S7A","no"
"962","10_1016_j_puhe_2024_12_055",4,"17",4878,"development","prognostic",0.78,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S7A","no"
"963","10_1016_j_puhe_2024_12_055",4,"18",4878,"development","prognostic",0.8,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure S7A","no"
"964","10_1016_j_pulmoe_2024_02_010",5,"2",603,"internal validation","prognostic",0.867,0.827,0.894,NA,NA,NA,90.9,88.1,93.8,"yes","could not determine","Figure 1","no"
"965","10_1016_j_pulmoe_2024_02_010",5,"4",603,"internal validation","prognostic",0.807,0.765,0.948,NA,NA,NA,93.6,91.4,95.8,"yes","could not determine","Figure 1","no"
"966","10_1016_j_radonc_2025_111110",1,"1",63,"development","prognostic",0.7,NA,NA,NA,NA,NA,NA,NA,NA,"no","could not determine","could not determine","no"
"967","10_1016_j_radonc_2025_111110",1,"2",63,"development","prognostic",0.64,NA,NA,NA,NA,NA,NA,NA,NA,"no","could not determine","could not determine","no"
"968","10_1016_j_radonc_2025_111110",1,"3",63,"development","prognostic",0.6,NA,NA,NA,NA,NA,NA,NA,NA,"no","could not determine","could not determine","no"
"969","10_1016_j_radonc_2025_111110",1,"4",63,"development","prognostic",0.63,NA,NA,NA,NA,NA,NA,NA,NA,"no","could not determine","could not determine","no"
"970","10_1016_j_radonc_2025_111110",1,"5",63,"development","prognostic",0.65,NA,NA,NA,NA,NA,NA,NA,NA,"no","could not determine","could not determine","no"
"971","10_1016_j_radonc_2025_111110",1,"6",63,"development","prognostic",0.83,NA,NA,NA,NA,NA,NA,NA,NA,"no","could not determine","could not determine","no"
"972","10_1016_j_radonc_2025_111110",1,"7",63,"development","prognostic",0.82,NA,NA,NA,NA,NA,NA,NA,NA,"no","could not determine","could not determine","no"
"973","10_1016_j_radonc_2025_111110",1,"8",63,"development","prognostic",0.76,NA,NA,NA,NA,NA,NA,NA,NA,"no","could not determine","could not determine","no"
"974","10_1016_j_radonc_2025_111110",1,"9",63,"development","prognostic",0.74,NA,NA,NA,NA,NA,NA,NA,NA,"no","could not determine","could not determine","no"
"975","10_1016_j_radonc_2025_111110",1,"10",63,"development","prognostic",0.75,NA,NA,NA,NA,NA,NA,NA,NA,"no","could not determine","could not determine","no"
"976","10_1016_j_radonc_2025_111120",2,"1",298,"development","prognostic",0.686,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1A","no"
"977","10_1016_j_radonc_2025_111120",2,"2",465,"internal validation","prognostic",0.688,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1C","no"
"978","10_1016_j_radonc_2025_111120",2,"3",298,"development","prognostic",0.688,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1B","no"
"979","10_1016_j_radonc_2025_111120",2,"4",465,"internal validation","prognostic",0.651,NA,NA,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1D","no"
"980","10_1016_j_radonc_2025_111169",3,"1",171,"internal validation","prognostic",0.76,0.68,0.84,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"981","10_1016_j_radonc_2025_111169",3,"2",338,"external validation","prognostic",0.63,0.56,0.69,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"982","10_1016_j_radonc_2025_111169",3,"3",171,"internal validation","prognostic",0.8,0.73,0.88,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"983","10_1016_j_radonc_2025_111169",3,"4",338,"external validation","prognostic",0.73,0.66,0.79,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"984","10_1016_j_radonc_2025_111169",3,"5",171,"internal validation","prognostic",0.83,0.75,0.9,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"985","10_1016_j_radonc_2025_111169",3,"6",338,"external validation","prognostic",0.74,0.68,0.8,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"986","10_1016_j_radonc_2025_111169",3,"7",171,"internal validation","prognostic",0.84,0.77,0.9,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"987","10_1016_j_radonc_2025_111169",3,"8",338,"external validation","prognostic",0.73,0.66,0.79,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 2","no"
"988","10_1016_j_radonc_2025_111032",4,"1",500,"development","prognostic",0.71,0.58,0.82,66,43,86,68,54,81,"no",NA,NA,"no"
"989","10_1016_j_radonc_2025_111066",5,"1",393,"development","prognostic",0.944,0.872,0.998,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 1A","no"
"990","10_1016_j_radonc_2025_111066",5,"2",168,"internal validation","prognostic",0.933,NA,NA,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 1B","no"
"991","10_1016_j_radonc_2025_111066",5,"3",319,"external validation","prognostic",0.966,NA,NA,NA,NA,NA,NA,NA,NA,"yes","orange","Figure 1C","no"
"992","10_1016_j_radonc_2025_111066",5,"4",393,"development","prognostic",0.942,0.861,0.998,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 1A","no"
"993","10_1016_j_radonc_2025_111066",5,"5",168,"internal validation","prognostic",0.917,NA,NA,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 1B","no"
"994","10_1016_j_radonc_2025_111066",5,"6",319,"external validation","prognostic",0.962,NA,NA,NA,NA,NA,NA,NA,NA,"yes","blue","Figure 1C","no"
"995","10_1016_j_radonc_2025_111066",5,"7",393,"development","prognostic",0.945,0.871,0.997,NA,NA,NA,NA,NA,NA,"yes","green","Figure 1A","no"
"996","10_1016_j_radonc_2025_111066",5,"8",168,"internal validation","prognostic",0.917,NA,NA,NA,NA,NA,NA,NA,NA,"yes","green","Figure 1B","no"
"997","10_1016_j_radonc_2025_111066",5,"9",319,"external validation","prognostic",0.955,NA,NA,NA,NA,NA,NA,NA,NA,"yes","green","Figure 1C","no"
"998","10_1016_j_resuscitation_2025_110837",1,"1",122,"development","prognostic",0.77,0.68,0.84,NA,NA,NA,NA,NA,NA,"yes","grey solid","Figure 4C","no"
"999","10_1016_j_resuscitation_2025_110837",1,"2",122,"development","prognostic",0.91,0.84,0.95,NA,NA,NA,NA,NA,NA,"yes","black dashed","Figure 4C","no"
"1000","10_1016_j_resuscitation_2025_110837",1,"3",122,"development","prognostic",0.79,0.71,0.86,NA,NA,NA,NA,NA,NA,"yes","grey solid","Figure 4A","no"
"1001","10_1016_j_resuscitation_2025_110837",1,"4",122,"development","prognostic",0.91,0.84,0.95,NA,NA,NA,NA,NA,NA,"yes","black dashed","Figure 4A","no"
"1002","10_1016_j_resuscitation_2025_110837",1,"5",122,"development","prognostic",0.74,0.66,0.82,NA,NA,NA,NA,NA,NA,"yes","grey solid","Figure 4B","no"
"1003","10_1016_j_resuscitation_2025_110837",1,"6",122,"development","prognostic",0.85,0.78,0.91,NA,NA,NA,NA,NA,NA,"yes","black dashed","Figure 4B","no"
"1004","10_1016_j_resuscitation_2025_110837",1,"7",122,"development","prognostic",0.77,0.69,0.84,NA,NA,NA,NA,NA,NA,"yes","grey solid","Figure 4D","no"
"1005","10_1016_j_resuscitation_2025_110837",1,"8",122,"development","prognostic",0.92,0.86,0.96,NA,NA,NA,NA,NA,NA,"yes","black dashed","Figure 4D","no"
"1006","10_1016_j_resuscitation_2025_110837",1,"9",122,"development","prognostic",0.76,0.67,0.83,NA,NA,NA,NA,NA,NA,"yes","grey solid","Figure 4E","no"
"1007","10_1016_j_resuscitation_2025_110837",1,"10",122,"development","prognostic",0.92,0.85,0.96,NA,NA,NA,NA,NA,NA,"yes","black dashed","Figure 4E","no"
"1008","10_1016_j_resuscitation_2025_110837",1,"11",122,"development","prognostic",0.76,0.68,0.83,NA,NA,NA,NA,NA,NA,"yes","grey solid","Figure 4F","no"
"1009","10_1016_j_resuscitation_2025_110837",1,"12",122,"development","prognostic",0.9,0.83,0.95,NA,NA,NA,NA,NA,NA,"yes","black dashed","Figure 4F","no"
"1010","10_1016_j_resuscitation_2025_110837",1,"13",122,"development","prognostic",0.77,0.68,0.84,NA,NA,NA,NA,NA,NA,"yes","grey solid","Figure 4G","no"
"1011","10_1016_j_resuscitation_2025_110837",1,"14",122,"development","prognostic",0.85,0.78,0.91,NA,NA,NA,NA,NA,NA,"yes","black dashed","Figure 4G","no"
"1012","10_1016_j_resuscitation_2025_110837",1,"15",122,"development","prognostic",0.76,0.67,0.83,NA,NA,NA,NA,NA,NA,"yes","grey solid","Figure 4H","no"
"1013","10_1016_j_resuscitation_2025_110837",1,"16",122,"development","prognostic",0.89,0.83,0.94,NA,NA,NA,NA,NA,NA,"yes","black dashed","Figure 4H","no"
"1014","10_1016_j_resuscitation_2025_110837",1,"17",122,"development","prognostic",0.75,0.66,0.82,NA,NA,NA,NA,NA,NA,"yes","grey solid","Figure 4I","no"
"1015","10_1016_j_resuscitation_2025_110837",1,"18",122,"development","prognostic",0.9,0.83,0.95,NA,NA,NA,NA,NA,NA,"yes","black dashed","Figure 4I","no"
"1016","10_1016_j_resuscitation_2025_110837",1,"19",122,"development","prognostic",0.75,0.66,0.82,NA,NA,NA,NA,NA,NA,"yes","grey solid","Figure 4J","no"
"1017","10_1016_j_resuscitation_2025_110837",1,"20",122,"development","prognostic",0.9,0.83,0.94,NA,NA,NA,NA,NA,NA,"yes","black dashed","Figure 4J","no"
"1018","10_1016_j_rmed_2025_107943",2,"1",186,"development","prognostic",0.53,0.46,0.61,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 1 left panel","no"
"1019","10_1016_j_rmed_2025_107943",2,"2",186,"development","prognostic",0.77,0.71,0.83,70,35,93,73,53,88,"yes","could not determine","Figure 1 left panel","no"
"1020","10_1016_j_rmed_2025_107943",2,"3",186,"development","prognostic",0.86,0.8,0.91,79,43,97,79,60,91,"yes","could not determine","Figure 1 left panel","no"
"1021","10_1016_j_rmed_2025_107943",2,"4",186,"development","prognostic",0.58,0.5,0.65,53,23,82,51,31,70,"yes","could not determine","Figure 1 right panel","no"
"1022","10_1016_j_rmed_2025_107943",2,"5",186,"development","prognostic",0.54,0.47,0.61,53,22,83,49,30,69,"yes","could not determine","Figure 1 right panel","no"
"1023","10_1016_j_rmed_2025_107943",2,"6",186,"development","prognostic",0.66,0.58,0.73,57,25,85,57,37,75,"yes","could not determine","Figure 1 right panel","no"
"1024","10_1016_j_rmed_2025_108024",3,"1",1331,"development","prognostic",0.7598,0.7176,0.8019,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4A","no"
"1025","10_1016_j_rmed_2025_108024",3,"2",1331,"development","prognostic",0.6529,0.6081,0.6978,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4A","no"
"1026","10_1016_j_rmed_2025_108024",3,"3",1331,"development","prognostic",0.5956,0.5475,0.6437,NA,NA,NA,NA,NA,NA,"yes","could not determine","Figure 4A","no"
"1027","10_1016_j_rmed_2025_108024",3,"4",1331,"development","prognostic",0.7501,0.7094,0.7907,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no"
