"","X","title","doi","pdf"
"1295",1386,"Relationship between scalp high-frequency oscillations and time since the last seizure in epilepsy.","10.1016/j.clinph.2025.03.007","10.1016_j.clinph.2025.03.007"
"1296",1387,"Developing and testing a patient-reported outcome measure for patients with sleep disturbances using EQ-5D and condition-specific bolt-ons: a mixed method study.","10.1007/s11136-025-03985-0","10.1007_s11136-025-03985-0"
"1297",1388,"Leveraging machine learning with dynamic 18F-FDG PET/CT: integrating metabolic and flow features for lung cancer differential diagnosis.","10.1007/s00259-025-07231-0","10.1007_s00259-025-07231-0"
"1298",1389,"The value of plasma presepsin as a diagnostic and prognostic biomarker for febrile neutropenia in children.","10.1080/07853890.2025.2561224","10.1080_07853890.2025.2561224"
"1299",1390,"Generative artificial intelligence enables the generation of bone scintigraphy images and improves generalization of deep learning models in data-constrained environments.","10.1007/s00259-025-07091-8","10.1007_s00259-025-07091-8"
"1300",1391,"Insights into the comparison of machine learning models on rice grain arsenic prediction: Interplay of rice cultivation systems and soil environmental factors.","10.1016/j.envpol.2025.126646","10.1016_j.envpol.2025.126646"
"1301",1392,"The diagnostic performance of a novel flow cytometry-based assay for the diagnosis of systemic lupus erythematosus.","10.1016/j.cca.2025.120662","10.1016_j.cca.2025.120662"
"1302",1393,"Determination of cutoff values for severe low muscle mass using calf circumference in the global leadership initiative on malnutrition (GLIM) criteria.","10.1016/j.clnu.2025.05.015","10.1016_j.clnu.2025.05.015"
"1303",1394,"Automatic phantom-less QCT predicts hip fracture risk: Bone and muscle parameters comparison.","10.1016/j.ejrad.2025.112562","10.1016_j.ejrad.2025.112562"
"1304",1395,"Prostate-Specific Antigen Decline Rate in the First Month Is a Timely Predictive Factor for Biochemical Recurrence After Robot-Assisted Radical Prostatectomy.","10.3390/cancers17060961","10.3390_cancers17060961"
"1305",1396,"Development and external validation of risk prediction models for depression in patients with osteoporosis.","10.1016/j.gerinurse.2025.103571","10.1016_j.gerinurse.2025.103571"
"1306",1397,"Machine learning for identifying liver and pancreas cancers through comprehensive serum glycopeptide spectra analysis: a case-control study.","10.1002/1878-0261.70084","10.1002_1878-0261.70084"
"1307",1398,"The relationship between geriatric nutritional risk index and prognosis in acute heart failure.","10.1016/j.numecd.2025.104268","10.1016_j.numecd.2025.104268"
"1308",1399,"Weakly supervised deep learning-based detection of serous tubal intraepithelial carcinoma in fallopian tubes.","10.1016/j.jpi.2025.100522","10.1016_j.jpi.2025.100522"
"1309",1400,"Validation of Updated Sarculator Nomogram for Primary Retroperitoneal Sarcoma in the United States.","10.1245/s10434-025-18873-7","10.1245_s10434-025-18873-7"
"1310",1401,"Survival analysis of patients with hepatocellular carcinoma based on the ratio of platelet count to spleen diameter.","10.3389/fphar.2024.1449603","10.3389_fphar.2024.1449603"
"1311",1402,"Selection Patterns and Outcomes of Kidney Transplantation Versus Dialysis in Lung Recipients with End-Stage Renal Disease: A Single-Center Retrospective-Observational Study.","10.3390/jcm14197017","10.3390_jcm14197017"
"1312",1403,"The CT-based attenuation index of peri-bowel adipose tissue can predict disease progression in inflammatory bowel disease patients.","10.1007/s00330-025-12079-x","10.1007_s00330-025-12079-x"
"1313",1404,"Estimating Periodontal Stability Using Computer Vision.","10.1177/00220345251316514","10.1177_00220345251316514"
"1314",1405,"Development and international validation of a novel multivariate prognostic tool: posterior urethral valve risk of chronic kidney disease (PURK) score.","10.1007/s00467-025-06701-9","10.1007_s00467-025-06701-9"
"1315",1406,"18F-FDG PET/CT and contrast-enhanced CT evaluation of lymph node status after neoadjuvant immunochemotherapy in patients with esophageal squamous cell carcinoma.","10.1007/s00259-025-07603-6","10.1007_s00259-025-07603-6"
"1316",1408,"Exploring the key clinical and CT characteristics of granulomas mimicking peripheral lung cancers: a case-control study.","10.1186/s13244-025-02043-0","10.1186_s13244-025-02043-0"
"1317",1409,"Development and external validation of an interpretable machine learning model for predicting perinatal depression in Chinese women during mid- and late pregnancy.","10.1016/j.ijmedinf.2025.106000","10.1016_j.ijmedinf.2025.106000"
"1318",1410,"Machine learning classification of steatogenic compounds using toxicogenomics profiles.","10.1016/j.tox.2025.154237","10.1016_j.tox.2025.154237"
"1319",1411,"A Computed Tomography-Based Score to Predict Survival in Patients With Adrenocortical Carcinoma: A Proof-of-Concept Study.","10.1177/08465371251335170","10.1177_08465371251335170"
"1320",1412,"Radiation Doses to Cardiac Substructures Predict Elevation in High-sensitivity Cardiac Troponin T Levels in Radiation Therapy for Lung Cancer.","10.1016/j.ijrobp.2025.10.008","10.1016_j.ijrobp.2025.10.008"
"1321",1413,"One Size Does Not Fit All: Reassessment of The Prognostic Nutritional Index Among Geriatric Distal Femur Fracture Patients.","10.1007/s00402-025-05936-3","10.1007_s00402-025-05936-3"
"1322",1414,"Deep learning for Parkinson's disease classification using multimodal and multi-sequences PET/MR images.","10.1186/s13550-025-01245-3","10.1186_s13550-025-01245-3"
"1323",1415,"Maternal serum syndecan-1 levels in preterm prelabor rupture of membranes and potential predictor of adverse perinatal outcomes: A case-control study.","10.1002/ijgo.70408","10.1002_ijgo.70408"
"1324",1416,"Predicting acute diarrhoea in rectal cancer chemoradiotherapy: Secondary analysis of the phase III ARISTOTLE trial.","10.1016/j.radonc.2025.111032","10.1016_j.radonc.2025.111032"
"1325",1417,"Heat syndrome types prediction of traditional Chinese medicine in acute ischemic stroke through deep learning: a pilot study.","10.3389/fphar.2025.1601601","10.3389_fphar.2025.1601601"
"1326",1418,"Machine learning-driven exploration of therapeutic targets for atrial fibrillation-joint analysis of single-cell and bulk transcriptomes and experimental validation.","10.3389/fcvm.2025.1652467","10.3389_fcvm.2025.1652467"
"1327",1419,"BioSeq_Ksite: Multi-perspective feature-driven prediction of protein succinylation based on an adaptive attention module with SSBCE loss strategy.","10.1016/j.ijbiomac.2025.143601","10.1016_j.ijbiomac.2025.143601"
"1328",1420,"A radiopathomics model for predicting large-number cervical lymph node metastasis in clinical N0 papillary thyroid carcinoma.","10.1007/s00330-025-11377-8","10.1007_s00330-025-11377-8"
"1329",1421,"Early Detection of Accelerated Hyperopia Reserve Depletion in Chinese Children with Poor Visual Habits: A Longitudinal Cohort Study.","10.1016/j.ajo.2025.07.026","10.1016_j.ajo.2025.07.026"
"1330",1422,"Characterization of Ultra-Short plasma Cell-Free DNA in maternal blood and its preliminary potential as a screening marker for preeclampsia.","10.1186/s10020-025-01307-1","10.1186_s10020-025-01307-1"
"1331",1423,"Harnessing artificial intelligence for detection of pancreatic cancer: a machine learning approach.","10.1007/s10238-025-01761-5","10.1007_s10238-025-01761-5"
"1332",1424,"Privacy-Preserving Data Augmentation for Digital Pathology Using Improved DCGAN.","10.1109/JBHI.2025.3551720","10.1109_JBHI.2025.3551720"
"1333",1425,"Deep learning for differential diagnosis of parotid tumors based on 2.5D magnetic resonance imaging.","10.1080/07853890.2025.2520401","10.1080_07853890.2025.2520401"
"1334",1426,"Treatment adherence in first-episode psychosis: A one-year follow-up study comparing self-reported adherence, pharmacy refill data, and therapeutic drug monitoring.","10.1016/j.psychres.2025.116780","10.1016_j.psychres.2025.116780"
"1335",1427,"Evaluation of the Diagnostic Utility of Combining Electromyography with Clinical and Pathological Indices in the Diagnosis of Diabetic Peripheral Neuropathy: A Retrospective Study.","10.2147/JMDH.S525731","10.2147_JMDH.S525731"
"1336",1429,"Preoperative identification of hepatocellular carcinoma from focal liver lesions ≤ 20 mm in high-risk patients using clinical and contrast-enhanced ultrasound features.","10.1016/j.ejrad.2025.112076","10.1016_j.ejrad.2025.112076"
"1337",1430,"Automated detection of early-stage osteonecrosis of the femoral head in adult using YOLOv10: Multi-institutional validation.","10.1016/j.ejrad.2025.111983","10.1016_j.ejrad.2025.111983"
"1338",1431,"Short-term preeclampsia prediction: cutoff variations for sFlt-1/PlGF in U.S. Patients with or without hypertensive disorders.","10.1080/07853890.2025.2591850","10.1080_07853890.2025.2591850"
"1339",1432,"Development and validation of multiparametric models incorporating 18F-FDG PET/CT dissemination characteristic for predicting outcomes of small cell lung cancer.","10.1016/j.ejrad.2025.112425","10.1016_j.ejrad.2025.112425"
"1340",1433,"Analysis of serum amino acids and tryptophan metabolites to predict hepatic encephalopathy in portal hypertension patients receiving a transjugular intrahepatic portal shunt (TIPS).","10.3389/fphar.2025.1546665","10.3389_fphar.2025.1546665"
"1341",1434,"Profiling Shared Cytotoxic Immune Signatures in SLE-Associated Coronary Injury Through Transcriptomics and Machine Learning.","10.2147/ITT.S539756","10.2147_ITT.S539756"
"1342",1435,"Development and validation of a plasma-urine metabolism diagnostic model for renal cell carcinoma using machine learning.","10.1007/s00345-025-06132-z","10.1007_s00345-025-06132-z"
"1343",1436,"Machine learning models for reinjury risk prediction using cardiopulmonary exercise testing (CPET) data: optimizing athlete recovery.","10.1186/s13040-025-00431-2","10.1186_s13040-025-00431-2"
"1344",1437,"Utility of the IFCN criteria for identifying interictal epileptiform discharges by experts: A decision hygiene approach to improve inter-rater reliability.","10.1016/j.clinph.2025.02.275","10.1016_j.clinph.2025.02.275"
"1345",1438,"Diagnostic accuracy of mean nocturnal basal impedance and other complementary tests for the diagnosis of gastroesophageal reflux disease according to the new Lyon criteria.","10.1177/17562848251340495","10.1177_17562848251340495"
"1346",1439,"Breast cancer detection from ultrasound computed tomography imaging using radiomic analysis: in silico trial.","10.1002/mp.17710","10.1002_mp.17710"
"1347",1440,"An online explainable ensemble machine learning model for predicting epidermal growth factor receptor mutation status in lung adenocarcinoma.","10.21037/tlcr-2025-237","10.21037_tlcr-2025-237"
"1348",1441,"Beyond the Neck: When Is Thoracic Operation Needed for Thyroidectomy?","10.1097/XCS.0000000000001306","10.1097_XCS.0000000000001306"
"1349",1443,"Transarterial Radioembolization in the TACOME Trial: Dosimetric Analysis and Clinical Features in Predicting Response and Overall Survival.","10.2967/jnumed.125.269519","10.2967_jnumed.125.269519"
"1350",1444,"Self-monitoring symptoms and pulse oximetry to predict imminent altitude illness in patients with chronic obstructive pulmonary disease.","10.1080/25310429.2025.2588515","10.1080_25310429.2025.2588515"
"1351",1445,"Machine-learning-based prediction of functional recovery in deep-pain-negative dogs after decompressive thoracolumbar hemilaminectomy for acute intervertebral disc extrusion.","10.1111/vsu.14250","10.1111_vsu.14250"
"1352",1446,"Application of contrast-enhanced CT-driven multimodal machine learning models for pulmonary metastasis prediction in head and neck adenoid cystic carcinoma.","10.1016/j.ejrad.2025.112377","10.1016_j.ejrad.2025.112377"
"1353",1447,"Artificial Intelligence (AI)-Driven Screening of Equivocal Prostate Immunohistochemistry (IHC) Cases: Development and Validation of a Screening and Cancer Detection Framework.","10.1016/j.modpat.2025.100904","10.1016_j.modpat.2025.100904"
"1354",1448,"Interpretable machine learning model to predict aggressive behavior in first-episode schizophrenia.","10.1016/j.jpsychires.2025.09.065","10.1016_j.jpsychires.2025.09.065"
"1355",1449,"Plasma Reticulocalbin 3 (RCN3) is a Novel Biomarker for the Early Diagnosis of Hepatopulmonary Syndrome in Cirrhotic Patients.","10.1007/s00408-025-00807-5","10.1007_s00408-025-00807-5"
"1356",1450,"Montreal Cognitive Assessment vs the Mini-Mental State Examination as a Screening Tool for Patients With Genetic Frontotemporal Dementia.","10.1212/WNL.0000000000213401","10.1212_WNL.0000000000213401"
"1357",1451,"Novel integrative models to predict the severity of inflammation and fibrosis in patients with drug-induced liver injury.","10.3389/fmed.2025.1571406","10.3389_fmed.2025.1571406"
"1358",1452,"Predicting prognosis of patients with hepatitis B virus-related acute-on-chronic liver failure from longitudinal ultrasound images using a multi-task deep learning approach.","10.1080/07853890.2025.2551819","10.1080_07853890.2025.2551819"
"1359",1453,"Predicting Outcome and Duration of Mechanical Ventilation in Acute Hypoxemic Respiratory Failure: The PREMIER Study.","10.3390/jcm14227903","10.3390_jcm14227903"
"1360",1454,"Prediction of cardiac events in pregnant women with cardiac diseases using modified WHO, CARPREG II, and ZAHARA risk assessments in southern Thailand.","10.1002/ijgo.70196","10.1002_ijgo.70196"
"1361",1455,"Insulin-like Growth Factor-1 Reflects Liver Disease Stage and Improves Prediction of Liver-related Mortality.","10.1016/j.cgh.2025.02.030","10.1016_j.cgh.2025.02.030"
